id_transacao,compradora,alvo,setor,valuation_brl,data_anuncio,status,email_assessor
5428,Rocha - ME,Nogueira Campos S.A.,Varejo,36296992.63,2026-02-09,Análise de NDA,advisor.manuella@ficticio-ma.com.br
5429,Campos e Filhos,Caldeira Lopes e Filhos,Energia,324019251.93,2025-06-19,Cancelada,advisor.lucas@ficticio-ma.com.br
5430,da Mota Casa Grande S.A.,Vieira Pastor e Filhos,Finanças,256008103.71,2025-11-20,Em Due Diligence,advisor.bruna@ficticio-ma.com.br
5431,Rodrigues S/A,da Mata Sá - ME,Varejo,271269508.08,2024-06-18,Análise de NDA,advisor.isabelly@ficticio-ma.com.br
5432,Farias S.A.,Castro S/A,Energia,421776618.65,2024-09-07,Análise de NDA,advisor.joana@ficticio-ma.com.br
5433,Cavalcante da Luz S/A,Silva,Finanças,447213752.32,2025-05-26,Em Due Diligence,advisor.emanuelly@ficticio-ma.com.br
5434,Moura,Sousa,Energia,254563757.41,2023-10-07,Cancelada,advisor.liz@ficticio-ma.com.br
5435,da Luz Cunha Ltda.,Rodrigues Nascimento S/A,Tecnologia,420568703.65,2024-02-26,Cancelada,advisor.catarina@ficticio-ma.com.br
5436,Fernandes,Melo,Energia,221198861.41,2026-09-01,Concluída,advisor.pedro@ficticio-ma.com.br
5437,da Mota e Filhos,Andrade,Varejo,14272350.64,2024-02-28,Em Due Diligence,advisor.murilo@ficticio-ma.com.br
5438,Pimenta,Farias,Varejo,211371862.37,2026-05-23,Em Due Diligence,advisor.pietro@ficticio-ma.com.br
5439,da Cunha,das Neves - EI,Varejo,134767766.57,2023-10-26,Em Due Diligence,advisor.lucca@ficticio-ma.com.br
5440,Gonçalves,Rocha Peixoto Ltda.,Saúde,416294990.52,2025-05-13,Análise de NDA,advisor.allana@ficticio-ma.com.br
5441,Andrade Ltda.,da Rocha,Varejo,264182578.41,2025-10-30,Concluída,advisor.joana@ficticio-ma.com.br
5442,Nogueira,Siqueira,Finanças,133293372.77,2026-05-31,Concluída,advisor.pietra@ficticio-ma.com.br
5443,Sousa Fernandes S/A,Brito S/A,Varejo,391983737.02,2025-02-05,Concluída,advisor.arthur@ficticio-ma.com.br
5444,Almeida,Cunha Mendonça - EI,Logística,265371398.08,2023-10-26,Cancelada,advisor.théo@ficticio-ma.com.br
5445,Viana,Ramos e Filhos,Saúde,305178105.48,2024-07-03,Em Due Diligence,advisor.andré@ficticio-ma.com.br
5446,Viana das Neves S.A.,Dias e Filhos,Energia,260099516.18,2023-12-27,Concluída,advisor.mateus@ficticio-ma.com.br
5447,da Luz,Cavalcanti,Logística,361237803.89,2026-06-21,Em Due Diligence,advisor.lucca@ficticio-ma.com.br
5448,Cirino,Rodrigues,Logística,297555500.69,2024-05-09,Em Due Diligence,advisor.maria liz@ficticio-ma.com.br
5449,Andrade - ME,Mendes Ltda.,Logística,226316754.56,2024-11-30,Análise de NDA,advisor.olivia@ficticio-ma.com.br
5450,Melo,Sampaio Araújo S.A.,Saúde,420574174.09,2025-01-25,Cancelada,advisor.heloisa@ficticio-ma.com.br
5451,Ramos,Ramos,Energia,421134080.5,2024-10-19,Em Due Diligence,advisor.isaac@ficticio-ma.com.br
5452,Câmara,Teixeira,Varejo,457191505.62,2023-09-28,Em Due Diligence,advisor.pietro@ficticio-ma.com.br
5453,Melo,Alves Nascimento S.A.,Saúde,154914046.06,2025-12-13,Em Due Diligence,advisor.andré@ficticio-ma.com.br
5454,Fernandes,Campos S/A,Tecnologia,96363865.39,2024-07-14,Análise de NDA,advisor.henrique@ficticio-ma.com.br
5455,Borges e Filhos,Santos S/A,Varejo,330577615.68,2024-07-25,Análise de NDA,advisor.liz@ficticio-ma.com.br
5456,Monteiro,Barbosa e Filhos,Energia,468984332.22,2026-09-13,Cancelada,advisor.joão gabriel@ficticio-ma.com.br
5457,Siqueira,Andrade e Filhos,Energia,458921788.14,2024-08-07,Em Due Diligence,advisor.joão@ficticio-ma.com.br
5458,das Neves,Castro S/A,Logística,471228734.71,2024-09-26,Concluída,advisor.lucas@ficticio-ma.com.br
5459,Araújo - EI,Moura Marques e Filhos,Logística,347072645.76,2025-04-07,Em Due Diligence,advisor.valentim@ficticio-ma.com.br
5460,Marques e Filhos,da Cunha,Varejo,310390587.35,2024-02-07,Cancelada,advisor.rebeca@ficticio-ma.com.br
5461,Mendes,Nascimento,Finanças,328144843.09,2023-10-11,Concluída,advisor.joão@ficticio-ma.com.br
5462,Sales e Filhos,Leão,Logística,398611679.14,2025-05-03,Cancelada,advisor.bruna@ficticio-ma.com.br
5463,Gomes Freitas S/A,Montenegro,Saúde,219898675.94,2025-02-15,Cancelada,advisor.théo@ficticio-ma.com.br
5464,Cavalcante,Fonseca Machado S/A,Logística,454514141.1,2024-11-07,Cancelada,advisor.josé@ficticio-ma.com.br
5465,Ribeiro Gonçalves Ltda.,Cardoso,Energia,253776717.08,2025-02-27,Cancelada,advisor.emanuelly@ficticio-ma.com.br
5466,Carvalho,Barros Alves S.A.,Tecnologia,370439757.9,2023-09-25,Concluída,advisor.benicio@ficticio-ma.com.br
5467,Peixoto,Ribeiro e Filhos,Saúde,239288750.15,2024-02-26,Análise de NDA,advisor.thales@ficticio-ma.com.br
5468,Pires,Garcia,Logística,244215733.98,2023-10-31,Concluída,advisor.maria alice@ficticio-ma.com.br
5469,Teixeira S/A,Aparecida Ramos S.A.,Logística,485620509.55,2026-06-17,Em Due Diligence,advisor.maitê@ficticio-ma.com.br
5470,Casa Grande,Albuquerque,Saúde,95504790.35,2025-03-28,Concluída,advisor.raquel@ficticio-ma.com.br
5471,Souza,Almeida,Logística,371719547.87,2025-03-05,Cancelada,advisor.enrico@ficticio-ma.com.br
5472,Aparecida,Pereira,Tecnologia,447190611.99,2024-09-12,Cancelada,advisor.gabrielly@ficticio-ma.com.br
5473,Nunes Cunha - EI,Casa Grande Novaes S/A,Saúde,173218841.16,2025-06-27,Cancelada,advisor.davi luiz@ficticio-ma.com.br
5474,Barros,Pacheco,Varejo,10707834.78,2024-05-20,Concluída,advisor.luiz miguel@ficticio-ma.com.br
5475,Nunes,Silveira S/A,Varejo,186731031.94,2026-03-26,Em Due Diligence,advisor.ana clara@ficticio-ma.com.br
5476,da Cunha S.A.,da Luz,Energia,82682560.71,2025-05-16,Concluída,advisor.oliver@ficticio-ma.com.br
5477,da Costa Lima S/A,Rocha,Energia,87797520.26,2025-07-19,Em Due Diligence,advisor.maria alice@ficticio-ma.com.br
5478,Pires,Campos,Energia,197588653.3,2026-05-14,Análise de NDA,advisor.cecilia@ficticio-ma.com.br
5479,Alves,Pacheco,Finanças,248823574.15,2024-03-07,Cancelada,advisor.maya@ficticio-ma.com.br
5480,Carvalho,da Cunha - ME,Varejo,289424975.55,2023-10-02,Cancelada,advisor.pedro@ficticio-ma.com.br
5481,Pimenta - EI,Alves e Filhos,Tecnologia,317674969.54,2025-02-13,Concluída,advisor.mirella@ficticio-ma.com.br
5482,Marques,da Cruz S.A.,Varejo,183390045.77,2025-05-18,Análise de NDA,advisor.liam@ficticio-ma.com.br
5483,Cunha e Filhos,Sampaio - EI,Varejo,431550597.5,2026-02-09,Análise de NDA,advisor.pedro henrique@ficticio-ma.com.br
5484,Nascimento Aparecida - EI,Moura Rodrigues S.A.,Tecnologia,90525406.42,2023-11-20,Em Due Diligence,advisor.ester@ficticio-ma.com.br
5485,Souza,Oliveira,Tecnologia,188209654.18,2024-11-25,Em Due Diligence,advisor.ravi@ficticio-ma.com.br
5486,Sousa,Porto,Saúde,419866305.62,2024-04-25,Cancelada,advisor.emilly@ficticio-ma.com.br
5487,Almeida,da Cunha Borges - EI,Finanças,467655876.76,2023-10-03,Concluída,advisor.joão gabriel@ficticio-ma.com.br
5488,Vieira Sales S/A,Nascimento,Saúde,243071964.48,2024-12-15,Análise de NDA,advisor.gabriela@ficticio-ma.com.br
5489,da Rosa Silveira Ltda.,Rezende Moreira S/A,Tecnologia,24041650.18,2026-01-02,Concluída,advisor.benjamin@ficticio-ma.com.br
5490,Montenegro - ME,Abreu Rezende - ME,Logística,173159633.94,2025-03-31,Análise de NDA,advisor.maria vitória@ficticio-ma.com.br
5491,Azevedo da Mota e Filhos,Duarte Souza - EI,Logística,20043712.18,2025-10-25,Análise de NDA,advisor.hadassa@ficticio-ma.com.br
5492,Viana e Filhos,Fogaça,Varejo,142137161.9,2025-01-31,Concluída,advisor.mateus@ficticio-ma.com.br
5493,Dias,da Mata,Tecnologia,321720448.29,2024-09-04,Concluída,advisor.catarina@ficticio-ma.com.br
5494,Cirino Pinto Ltda.,Nascimento,Tecnologia,27653598.35,2024-09-15,Concluída,advisor.leandro@ficticio-ma.com.br
5495,Caldeira,Rodrigues,Tecnologia,280876567.06,2024-08-23,Análise de NDA,advisor.alana@ficticio-ma.com.br
5496,Sá,Santos - EI,Logística,186651052.28,2024-02-04,Em Due Diligence,advisor.vinicius@ficticio-ma.com.br
5497,Pacheco Marques - ME,Souza - EI,Logística,98529237.09,2025-10-16,Cancelada,advisor.josué@ficticio-ma.com.br
5498,Pereira Ltda.,Duarte,Finanças,470783851.11,2023-12-07,Concluída,advisor.luigi@ficticio-ma.com.br
5499,Silveira,Rezende,Tecnologia,336151743.0,2026-05-23,Análise de NDA,advisor.eloah@ficticio-ma.com.br
5500,Azevedo,Cunha S.A.,Tecnologia,209978343.67,2023-11-01,Análise de NDA,advisor.maria vitória@ficticio-ma.com.br
5501,Pinto Andrade e Filhos,Silva Araújo - EI,Tecnologia,444208843.12,2026-03-12,Concluída,advisor.emanuelly@ficticio-ma.com.br
5502,Albuquerque,Sales,Finanças,99539084.21,2026-04-19,Concluída,advisor.francisco@ficticio-ma.com.br
5503,Costa e Filhos,Jesus,Finanças,247477174.25,2025-06-03,Análise de NDA,advisor.léo@ficticio-ma.com.br
5504,Leão Sousa e Filhos,Mendonça Silva e Filhos,Finanças,84150138.46,2024-07-30,Análise de NDA,advisor.daniela@ficticio-ma.com.br
5505,Dias da Conceição S/A,da Costa Ltda.,Tecnologia,382785716.93,2023-10-22,Concluída,advisor.vitória@ficticio-ma.com.br
5506,da Cruz,das Neves,Logística,176767651.55,2025-03-17,Em Due Diligence,advisor.maria helena@ficticio-ma.com.br
5507,Castro,Pires Ltda.,Tecnologia,369065275.65,2025-12-03,Cancelada,advisor.luiza@ficticio-ma.com.br
5508,Fernandes - EI,Peixoto S.A.,Finanças,69328721.66,2024-02-06,Cancelada,advisor.luiz henrique@ficticio-ma.com.br
5509,Rocha,Machado,Saúde,355047109.07,2024-03-18,Concluída,advisor.olívia@ficticio-ma.com.br
5510,Viana,Gomes,Logística,273014005.75,2025-09-13,Análise de NDA,advisor.lorenzo@ficticio-ma.com.br
5511,Novaes,Farias,Logística,165854602.65,2025-03-04,Concluída,advisor.ana carolina@ficticio-ma.com.br
5512,Farias,Sales Rios S/A,Logística,112820717.82,2024-06-26,Em Due Diligence,advisor.cauê@ficticio-ma.com.br
5513,Jesus Cassiano - EI,Araújo,Varejo,186125378.95,2025-06-27,Em Due Diligence,advisor.ana@ficticio-ma.com.br
5514,Moraes - EI,Martins,Saúde,283996820.85,2025-01-20,Cancelada,advisor.nina@ficticio-ma.com.br
5515,Teixeira,Mendonça,Logística,462156710.28,2024-12-24,Em Due Diligence,advisor.letícia@ficticio-ma.com.br
5516,Cardoso,Costela,Finanças,349092447.38,2024-04-29,Em Due Diligence,advisor.antonella@ficticio-ma.com.br
5517,Guerra,Lopes,Varejo,131739480.77,2026-01-08,Em Due Diligence,advisor.alexandre@ficticio-ma.com.br
5518,Costela,Silva,Saúde,323594863.73,2024-10-05,Análise de NDA,advisor.bryan@ficticio-ma.com.br
5519,Moura,Cavalcanti Cirino S.A.,Saúde,77096817.86,2025-02-18,Análise de NDA,advisor.davi@ficticio-ma.com.br
5520,Câmara,Silveira,Energia,383971067.91,2024-06-16,Em Due Diligence,advisor.ana lívia@ficticio-ma.com.br
5521,Montenegro Ltda.,Cavalcanti,Tecnologia,45737373.56,2023-11-08,Análise de NDA,advisor.rebeca@ficticio-ma.com.br
5522,Siqueira,Guerra,Tecnologia,55030962.52,2026-06-13,Em Due Diligence,advisor.vicente@ficticio-ma.com.br
5523,Marques,Souza Câmara Ltda.,Finanças,430310539.24,2026-05-20,Concluída,advisor.davi lucca@ficticio-ma.com.br
5524,Castro,Novais,Energia,123455510.29,2024-09-27,Concluída,advisor.brenda@ficticio-ma.com.br
5525,Mendonça S.A.,Costela - EI,Finanças,29148752.9,2023-10-15,Análise de NDA,advisor.murilo@ficticio-ma.com.br
5526,Moura Mendonça Ltda.,Martins,Varejo,75416710.37,2024-12-26,Concluída,advisor.sarah@ficticio-ma.com.br
5527,Mendes,Brito,Saúde,125282155.97,2025-07-30,Concluída,advisor.luiz henrique@ficticio-ma.com.br
5528,Cavalcante,Lopes Vargas - EI,Tecnologia,252654871.19,2026-08-06,Em Due Diligence,advisor.lucas gabriel@ficticio-ma.com.br
5529,da Rosa,Ferreira,Saúde,491791496.04,2025-09-27,Concluída,advisor.théo@ficticio-ma.com.br
5530,Sousa S/A,Mendonça Andrade S.A.,Logística,112937921.21,2024-03-07,Análise de NDA,advisor.cauã@ficticio-ma.com.br
5531,Abreu Cardoso Ltda.,Guerra,Varejo,424549060.67,2023-12-24,Cancelada,advisor.lucas gabriel@ficticio-ma.com.br
5532,Pastor,Marques,Energia,339005495.01,2023-10-10,Cancelada,advisor.ana carolina@ficticio-ma.com.br
5533,Mendes da Paz S.A.,Ferreira,Energia,131154230.28,2026-08-17,Concluída,advisor.maria alice@ficticio-ma.com.br
5534,Correia,Porto,Tecnologia,331158842.6,2023-11-05,Em Due Diligence,advisor.letícia@ficticio-ma.com.br
5535,da Luz,Abreu e Filhos,Logística,459029230.39,2025-05-27,Em Due Diligence,advisor.ayla@ficticio-ma.com.br
5536,Aparecida da Cunha Ltda.,Nogueira,Logística,473878296.83,2024-05-10,Cancelada,advisor.ana julia@ficticio-ma.com.br
5537,Borges e Filhos,Albuquerque Mendes - ME,Saúde,375900558.71,2025-09-03,Análise de NDA,advisor.alexia@ficticio-ma.com.br
5538,Cardoso Cirino S/A,Caldeira,Tecnologia,220526935.61,2025-01-15,Análise de NDA,advisor.maria sophia@ficticio-ma.com.br
5539,Câmara Teixeira S/A,da Costa,Saúde,219887755.29,2024-12-22,Análise de NDA,advisor.leandro@ficticio-ma.com.br
5540,Garcia da Paz S/A,Siqueira,Tecnologia,465018261.06,2026-05-31,Em Due Diligence,advisor.levi@ficticio-ma.com.br
5541,Caldeira Montenegro S.A.,Freitas,Energia,98536661.92,2024-02-25,Em Due Diligence,advisor.sophia@ficticio-ma.com.br
5542,Silva,Novaes,Saúde,169888706.0,2023-09-27,Concluída,advisor.ravy@ficticio-ma.com.br
5543,Marques,Albuquerque,Tecnologia,323028539.49,2025-07-02,Análise de NDA,advisor.caleb@ficticio-ma.com.br
5544,Vargas Sales S/A,Abreu,Varejo,133578961.87,2024-03-17,Análise de NDA,advisor.eduardo@ficticio-ma.com.br
5545,Rios Silva - ME,Sousa,Logística,172708559.1,2026-04-07,Em Due Diligence,advisor.esther@ficticio-ma.com.br
5546,Garcia,Costela,Saúde,477671829.62,2025-12-24,Análise de NDA,advisor.bella@ficticio-ma.com.br
5547,Vargas Sales - EI,Rezende Jesus S.A.,Logística,487021960.65,2025-01-14,Concluída,advisor.joão felipe@ficticio-ma.com.br
5548,Pimenta,Cunha,Finanças,291742881.12,2025-12-18,Análise de NDA,advisor.pietro@ficticio-ma.com.br
5549,da Conceição Ltda.,Teixeira - ME,Varejo,89865065.56,2024-03-28,Concluída,advisor.nathan@ficticio-ma.com.br
5550,da Conceição e Filhos,Macedo S.A.,Finanças,398458606.63,2025-12-19,Análise de NDA,advisor.joão pedro@ficticio-ma.com.br
5551,da Costa,Mendes Pereira S.A.,Varejo,205182018.74,2024-07-09,Análise de NDA,advisor.lucas@ficticio-ma.com.br
5552,Barros,Dias,Tecnologia,363117645.0,2024-12-09,Análise de NDA,advisor.amanda@ficticio-ma.com.br
5553,Duarte,Macedo,Energia,103133659.41,2024-11-03,Em Due Diligence,advisor.lívia@ficticio-ma.com.br
5554,Pires,Moura Rodrigues Ltda.,Varejo,386167452.96,2026-04-18,Em Due Diligence,advisor.gael@ficticio-ma.com.br
5555,Aparecida - ME,Cirino Ltda.,Energia,334337770.13,2025-11-24,Em Due Diligence,advisor.jade@ficticio-ma.com.br
5556,Nogueira,Sales,Varejo,68600892.87,2025-04-03,Concluída,advisor.melissa@ficticio-ma.com.br
5557,Pinto,Moreira Barros Ltda.,Logística,179410768.51,2024-04-26,Análise de NDA,advisor.diego@ficticio-ma.com.br
5558,Rios Nogueira Ltda.,Siqueira S/A,Saúde,89269583.48,2026-02-01,Concluída,advisor.alice@ficticio-ma.com.br
5559,Cavalcante Ramos S.A.,Gonçalves S.A.,Energia,395050017.84,2026-09-05,Cancelada,advisor.maria@ficticio-ma.com.br
5560,Rocha Castro S.A.,Duarte - ME,Finanças,103691226.93,2025-01-07,Em Due Diligence,advisor.maria@ficticio-ma.com.br
5561,Brito e Filhos,da Paz S.A.,Finanças,420089819.07,2025-11-13,Análise de NDA,advisor.dom@ficticio-ma.com.br
5562,Nunes,Lima S.A.,Energia,280111788.33,2024-04-11,Cancelada,advisor.vitória@ficticio-ma.com.br
5563,Farias Moreira e Filhos,Lima,Varejo,220393277.6,2024-05-29,Em Due Diligence,advisor.joão lucas@ficticio-ma.com.br
5564,Pastor,Gomes - EI,Tecnologia,78438377.33,2023-10-30,Análise de NDA,advisor.davi lucca@ficticio-ma.com.br
5565,Cirino - ME,Barros,Logística,360249069.62,2025-06-02,Análise de NDA,advisor.ravy@ficticio-ma.com.br
5566,Novais Rocha S.A.,Sá,Finanças,308910341.58,2025-10-10,Em Due Diligence,advisor.luna@ficticio-ma.com.br
5567,da Rocha - EI,Viana S/A,Finanças,172051738.83,2026-04-09,Concluída,advisor.kaique@ficticio-ma.com.br
5568,Rocha,da Conceição - EI,Saúde,40564716.79,2025-04-10,Em Due Diligence,advisor.nina@ficticio-ma.com.br
5569,Lopes,Câmara Lopes Ltda.,Saúde,150285815.29,2024-03-15,Cancelada,advisor.ana julia@ficticio-ma.com.br
5570,Abreu,Andrade Cirino S.A.,Finanças,244800670.22,2024-11-24,Em Due Diligence,advisor.gabriela@ficticio-ma.com.br
5571,Leão,Barros Silveira e Filhos,Tecnologia,271557677.71,2026-01-17,Em Due Diligence,advisor.luiz gustavo@ficticio-ma.com.br
5572,Almeida,da Rosa Araújo S/A,Tecnologia,467740399.73,2024-08-31,Em Due Diligence,advisor.amanda@ficticio-ma.com.br
5573,Cunha S/A,Câmara - EI,Tecnologia,313939215.04,2025-06-29,Cancelada,advisor.maria júlia@ficticio-ma.com.br
5574,da Mota Pastor - EI,Cirino,Varejo,348069361.76,2024-05-07,Concluída,advisor.maria clara@ficticio-ma.com.br
5575,da Conceição,Aparecida,Tecnologia,428912534.29,2024-06-17,Cancelada,advisor.joão@ficticio-ma.com.br
5576,Cavalcanti Andrade - EI,Araújo,Energia,43763589.48,2026-07-24,Em Due Diligence,advisor.matheus@ficticio-ma.com.br
5577,Correia Castro - EI,Viana,Finanças,444469967.93,2025-08-24,Cancelada,advisor.sophie@ficticio-ma.com.br
5578,Mendonça,Novais S/A,Logística,361158048.98,2023-09-28,Em Due Diligence,advisor.giovanna@ficticio-ma.com.br
5579,Alves Sá Ltda.,Peixoto,Logística,74180257.87,2026-03-12,Em Due Diligence,advisor.luísa@ficticio-ma.com.br
5580,Souza Campos e Filhos,da Costa da Luz - ME,Saúde,143428398.79,2026-04-12,Cancelada,advisor.igor@ficticio-ma.com.br
5581,da Costa,Vieira,Tecnologia,358360605.24,2024-09-28,Em Due Diligence,advisor.calebe@ficticio-ma.com.br
5582,Freitas Marques S.A.,Pereira,Tecnologia,187795935.24,2024-10-17,Em Due Diligence,advisor.luiz felipe@ficticio-ma.com.br
5583,Farias,Moura,Saúde,274691407.58,2026-06-30,Cancelada,advisor.maya@ficticio-ma.com.br
5584,da Mota,Nogueira S/A,Varejo,436612993.84,2026-06-13,Análise de NDA,advisor.raquel@ficticio-ma.com.br
5585,Albuquerque,Vieira Pimenta - EI,Tecnologia,33722829.19,2024-06-09,Cancelada,advisor.laís@ficticio-ma.com.br
5586,Lopes,Guerra,Tecnologia,83518363.82,2024-10-20,Cancelada,advisor.gabrielly@ficticio-ma.com.br
5587,Lopes,da Luz,Varejo,80857766.48,2025-09-19,Concluída,advisor.nina@ficticio-ma.com.br
5588,Cavalcanti,Moreira Barbosa S.A.,Varejo,315891404.73,2025-05-17,Análise de NDA,advisor.alice@ficticio-ma.com.br
5589,Costela,Peixoto,Varejo,217607558.6,2026-02-11,Concluída,advisor.léo@ficticio-ma.com.br
5590,Almeida,Câmara Ltda.,Logística,45163173.0,2025-07-26,Cancelada,advisor.luara@ficticio-ma.com.br
5591,Porto,Cassiano Porto Ltda.,Finanças,257926473.46,2026-08-27,Em Due Diligence,advisor.kevin@ficticio-ma.com.br
5592,Freitas S.A.,Moreira,Energia,469821831.09,2023-09-28,Análise de NDA,advisor.manuella@ficticio-ma.com.br
5593,Cavalcante - EI,Pimenta,Logística,463833495.04,2025-08-21,Análise de NDA,advisor.clarice@ficticio-ma.com.br
5594,Teixeira - EI,Aparecida,Varejo,490818222.33,2026-06-13,Concluída,advisor.hadassa@ficticio-ma.com.br
5595,Melo,Machado - EI,Varejo,386314184.06,2025-07-31,Em Due Diligence,advisor.pedro henrique@ficticio-ma.com.br
5596,Castro,Montenegro Mendonça Ltda.,Varejo,220171408.9,2025-04-27,Análise de NDA,advisor.gustavo@ficticio-ma.com.br
5597,Teixeira Oliveira S.A.,Nascimento,Tecnologia,219773805.22,2024-12-16,Em Due Diligence,advisor.josé pedro@ficticio-ma.com.br
5598,Cunha - ME,Moreira,Saúde,55129724.68,2024-02-28,Concluída,advisor.henry@ficticio-ma.com.br
5599,Machado,Viana Souza - ME,Tecnologia,41726147.92,2025-04-30,Análise de NDA,advisor.josé pedro@ficticio-ma.com.br
5600,da Paz,Castro Marques Ltda.,Logística,486448430.39,2025-11-05,Em Due Diligence,advisor.laís@ficticio-ma.com.br
5601,Gonçalves Rodrigues Ltda.,Pastor,Saúde,83713556.94,2025-12-24,Análise de NDA,advisor.ana sophia@ficticio-ma.com.br
5602,Vargas da Luz e Filhos,Lima,Varejo,131125894.64,2025-01-01,Concluída,advisor.ágatha@ficticio-ma.com.br
5603,Almeida,Ferreira - EI,Saúde,283597635.69,2026-02-08,Em Due Diligence,advisor.camila@ficticio-ma.com.br
5604,Dias,da Cunha da Rocha - EI,Finanças,211376955.63,2024-09-20,Concluída,advisor.ágatha@ficticio-ma.com.br
5605,da Rocha,Pastor Cirino - ME,Logística,397620467.02,2024-05-16,Em Due Diligence,advisor.anthony gabriel@ficticio-ma.com.br
5606,Correia,Nogueira Monteiro Ltda.,Tecnologia,495855000.62,2026-08-21,Cancelada,advisor.amanda@ficticio-ma.com.br
5607,Araújo da Costa - EI,Vargas,Finanças,374463301.95,2026-03-29,Em Due Diligence,advisor.leonardo@ficticio-ma.com.br
5608,Pimenta,Fernandes,Energia,245447867.72,2025-11-28,Análise de NDA,advisor.matteo@ficticio-ma.com.br
5609,Freitas,Lima,Varejo,297730734.59,2025-09-19,Análise de NDA,advisor.rafael@ficticio-ma.com.br
5610,Novaes - ME,Albuquerque,Logística,380755377.18,2024-11-21,Cancelada,advisor.levi@ficticio-ma.com.br
5611,Rezende,Moraes,Varejo,71299529.54,2026-08-24,Cancelada,advisor.laís@ficticio-ma.com.br
5612,da Rosa S.A.,Leão Pimenta S.A.,Tecnologia,256549278.49,2024-10-10,Concluída,advisor.laís@ficticio-ma.com.br
5613,Azevedo,da Rocha,Tecnologia,16131102.35,2024-09-30,Concluída,advisor.andré@ficticio-ma.com.br
5614,Santos da Rocha - EI,Cassiano,Tecnologia,377815484.3,2025-06-06,Em Due Diligence,advisor.zoe@ficticio-ma.com.br
5615,da Paz - EI,Viana Camargo S/A,Tecnologia,77763473.94,2024-11-02,Análise de NDA,advisor.kevin@ficticio-ma.com.br
5616,Rezende,da Mata,Finanças,12715061.12,2026-03-24,Em Due Diligence,advisor.hadassa@ficticio-ma.com.br
5617,Campos Pinto S/A,Pimenta e Filhos,Saúde,115197333.78,2025-05-15,Análise de NDA,advisor.júlia@ficticio-ma.com.br
5618,da Paz - EI,Câmara S.A.,Varejo,355545629.36,2025-12-16,Cancelada,advisor.gael henrique@ficticio-ma.com.br
5619,Rezende Cassiano - ME,Guerra,Saúde,138117740.55,2026-07-29,Concluída,advisor.nathan@ficticio-ma.com.br
5620,Macedo e Filhos,Siqueira Pires - ME,Saúde,493972319.55,2025-06-02,Análise de NDA,advisor.erick@ficticio-ma.com.br
5621,Carvalho S/A,Costa,Finanças,71540648.21,2024-04-29,Cancelada,advisor.maria luísa@ficticio-ma.com.br
5622,da Rosa S/A,Cavalcanti,Varejo,252180424.77,2025-09-07,Cancelada,advisor.matheus@ficticio-ma.com.br
5623,Costa Siqueira S/A,Araújo,Tecnologia,98285574.0,2025-03-23,Cancelada,advisor.marcelo@ficticio-ma.com.br
5624,Pimenta,Abreu,Tecnologia,117122963.65,2024-02-24,Concluída,advisor.sofia@ficticio-ma.com.br
5625,Farias S/A,Nunes,Logística,349880437.51,2025-09-07,Análise de NDA,advisor.amanda@ficticio-ma.com.br
5626,da Rocha Rezende S.A.,Moreira,Finanças,382529498.31,2026-06-14,Concluída,advisor.joão lucas@ficticio-ma.com.br
5627,Viana,Rios,Varejo,26546315.22,2026-03-24,Análise de NDA,advisor.pedro miguel@ficticio-ma.com.br
5628,Costela - ME,Sousa - ME,Varejo,216854199.39,2026-03-09,Cancelada,advisor.noah@ficticio-ma.com.br
5629,Santos,Costela S/A,Energia,77041299.07,2024-07-20,Em Due Diligence,advisor.luiz miguel@ficticio-ma.com.br
5630,Garcia Campos e Filhos,Machado,Saúde,113214502.43,2024-04-21,Em Due Diligence,advisor.nina@ficticio-ma.com.br
5631,Cassiano S/A,Albuquerque Fernandes - EI,Varejo,175912697.89,2024-04-08,Análise de NDA,advisor.gustavo henrique@ficticio-ma.com.br
5632,Costa Ltda.,Camargo Pereira - EI,Energia,53385998.9,2026-01-21,Em Due Diligence,advisor.matheus@ficticio-ma.com.br
5633,Ramos,Sá Albuquerque S/A,Varejo,468191701.13,2026-03-29,Análise de NDA,advisor.benicio@ficticio-ma.com.br
5634,da Luz Pires e Filhos,Novais Rios e Filhos,Varejo,285280812.38,2025-12-26,Cancelada,advisor.sarah@ficticio-ma.com.br
5635,Silva Fogaça S.A.,Freitas,Finanças,356428552.12,2023-11-17,Cancelada,advisor.gael@ficticio-ma.com.br
5636,da Mota Ltda.,Dias - EI,Saúde,110935148.11,2025-02-22,Análise de NDA,advisor.bella@ficticio-ma.com.br
5637,Araújo,Novais,Saúde,204016649.88,2026-08-30,Em Due Diligence,advisor.liz@ficticio-ma.com.br
5638,Pinto,Souza Camargo e Filhos,Logística,214458192.09,2023-10-14,Análise de NDA,advisor.luiz otávio@ficticio-ma.com.br
5639,da Cunha,Mendonça - ME,Tecnologia,493222550.41,2023-11-07,Em Due Diligence,advisor.maria@ficticio-ma.com.br
5640,Duarte Ltda.,Casa Grande,Logística,114856233.73,2024-07-22,Cancelada,advisor.luiza@ficticio-ma.com.br
5641,Novaes,Fernandes,Finanças,429669725.43,2026-04-08,Análise de NDA,advisor.maria@ficticio-ma.com.br
5642,Nascimento S/A,da Rosa Ltda.,Varejo,417939559.93,2025-08-26,Cancelada,advisor.davi@ficticio-ma.com.br
5643,Siqueira e Filhos,Camargo - ME,Energia,112737552.1,2024-04-22,Em Due Diligence,advisor.danilo@ficticio-ma.com.br
